epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,76.3996,0.65908,1.55742,1.33051,1.13665,0.98611,0.91944,0.96046,0.80483,0.98611,0.91944,0.96533,0.71292,0.69546,0.93093,0.97196,1.20475,0.00015845,0.00015845,0.00015845
71,77.5657,0.67993,1.59564,1.34785,1.15298,0.98008,0.92349,0.96178,0.80237,0.98008,0.92349,0.96624,0.71501,0.6917,0.92591,0.98084,1.20166,0.0001535,0.0001535,0.0001535
72,78.838,0.68741,1.55667,1.37781,1.17387,0.99994,0.91627,0.96302,0.80441,0.99994,0.91627,0.96705,0.71376,0.68817,0.92634,0.96732,1.20022,0.00014855,0.00014855,0.00014855
73,80.0022,0.6824,1.56921,1.35075,1.14438,0.9986,0.91868,0.96265,0.80275,0.9986,0.91868,0.96711,0.71995,0.70742,0.90496,0.97886,1.21295,0.0001436,0.0001436,0.0001436
74,81.0832,0.66263,1.42673,1.27199,1.13449,0.99911,0.91726,0.96341,0.80323,0.99911,0.91726,0.96787,0.71799,0.71058,0.89818,0.97854,1.21225,0.00013865,0.00013865,0.00013865
75,82.3259,0.65606,1.55179,1.32011,1.11473,0.99817,0.91671,0.96345,0.8048,0.99817,0.91671,0.96676,0.71522,0.7179,0.89237,0.97952,1.2148,0.0001337,0.0001337,0.0001337
76,83.4598,0.65949,1.57274,1.35207,1.13336,0.9669,0.93077,0.96258,0.80734,0.9669,0.93077,0.96568,0.72259,0.71004,0.89237,0.97403,1.20865,0.00012875,0.00012875,0.00012875
77,84.7263,0.6659,1.54314,1.32851,1.13267,0.9659,0.9298,0.96251,0.80273,0.9659,0.9298,0.965,0.72446,0.70703,0.89249,0.96723,1.20942,0.0001238,0.0001238,0.0001238
78,85.8254,0.67,1.52347,1.31882,1.15637,0.9658,0.92923,0.96299,0.79907,0.9658,0.92923,0.96631,0.72101,0.6965,0.89011,0.95443,1.2011,0.00011885,0.00011885,0.00011885
79,87.0755,0.63653,1.51466,1.30976,1.12053,0.97286,0.91944,0.96234,0.79942,0.97286,0.91944,0.96565,0.71934,0.6983,0.88977,0.9579,1.20213,0.0001139,0.0001139,0.0001139
80,88.5048,0.65589,1.50564,1.30983,1.12458,0.98843,0.90473,0.96194,0.79787,0.98843,0.90473,0.9661,0.7245,0.69516,0.89267,0.95482,1.19828,0.00010895,0.00010895,0.00010895
81,90.0956,0.64687,1.54754,1.31256,1.11737,0.98866,0.90473,0.96234,0.80338,0.98866,0.90473,0.96609,0.7217,0.69505,0.89283,0.94871,1.19809,0.000104,0.000104,0.000104
82,91.4878,0.63207,1.52944,1.30043,1.10934,0.97243,0.91944,0.96311,0.80684,0.97243,0.91944,0.96577,0.7207,0.69547,0.89266,0.95695,1.19887,9.905e-05,9.905e-05,9.905e-05
83,93.3021,0.63578,1.47888,1.33828,1.13541,0.97104,0.91944,0.96485,0.80618,0.97104,0.91944,0.96721,0.72177,0.70273,0.89081,0.95764,1.20261,9.41e-05,9.41e-05,9.41e-05
84,94.8315,0.6151,1.46182,1.29483,1.09654,0.96532,0.92949,0.96486,0.80675,0.96532,0.92949,0.96722,0.7178,0.7011,0.89511,0.95391,1.20176,8.915e-05,8.915e-05,8.915e-05
85,96.1399,0.62364,1.48641,1.26622,1.08998,0.96589,0.92825,0.96442,0.80368,0.96589,0.92825,0.96774,0.72155,0.69586,0.8976,0.95946,1.20112,8.42e-05,8.42e-05,8.42e-05
86,97.7475,0.59168,1.48377,1.29211,1.09496,0.99359,0.90473,0.96508,0.80481,0.99359,0.90473,0.96691,0.71946,0.69345,0.89655,0.95746,1.20138,7.925e-05,7.925e-05,7.925e-05
87,98.9045,0.62461,1.43927,1.278,1.1217,0.99296,0.90473,0.96501,0.80963,0.99296,0.90473,0.96684,0.73002,0.68229,0.88462,0.95161,1.19414,7.43e-05,7.43e-05,7.43e-05
88,100.489,0.60994,1.43875,1.28639,1.07737,0.98854,0.90473,0.9651,0.80828,0.98854,0.90473,0.96693,0.73037,0.68341,0.88277,0.95817,1.19347,6.935e-05,6.935e-05,6.935e-05
89,102.224,0.60664,1.52243,1.28555,1.11182,0.99028,0.90473,0.96463,0.81061,0.99028,0.90473,0.96717,0.73154,0.67931,0.87506,0.94693,1.19073,6.44e-05,6.44e-05,6.44e-05
90,103.813,0.61746,1.58532,1.2522,1.09689,0.98684,0.90473,0.96503,0.81514,0.98684,0.90473,0.96757,0.73311,0.67557,0.87787,0.94753,1.18873,5.945e-05,5.945e-05,5.945e-05
91,105.241,0.61019,1.49925,1.29582,1.0942,0.985,0.90473,0.96462,0.81826,0.985,0.90473,0.9658,0.72702,0.67925,0.87642,0.94806,1.19096,5.45e-05,5.45e-05,5.45e-05
92,106.764,0.63109,1.50913,1.28272,1.12955,0.98453,0.90473,0.96424,0.81864,0.98453,0.90473,0.96542,0.72818,0.68161,0.87405,0.94737,1.19162,4.955e-05,4.955e-05,4.955e-05
93,108.365,0.5904,1.46996,1.26304,1.08373,0.97741,0.90812,0.96491,0.81031,0.97741,0.90812,0.96552,0.72791,0.68375,0.87956,0.94519,1.19435,4.46e-05,4.46e-05,4.46e-05
94,109.82,0.61491,1.55849,1.28993,1.10747,0.98707,0.90473,0.9647,0.81217,0.98707,0.90473,0.96588,0.73004,0.67531,0.8735,0.93723,1.18698,3.965e-05,3.965e-05,3.965e-05
95,111.226,0.61585,1.51778,1.25311,1.10056,0.98676,0.90473,0.96428,0.81103,0.98676,0.90473,0.96546,0.72438,0.68055,0.87536,0.94019,1.18855,3.47e-05,3.47e-05,3.47e-05
96,112.757,0.60428,1.51179,1.26306,1.10141,0.97364,0.91646,0.96467,0.81238,0.97364,0.91646,0.96585,0.72882,0.67688,0.87426,0.93769,1.18774,2.975e-05,2.975e-05,2.975e-05
97,113.961,0.64613,1.51953,1.28259,1.11705,0.98552,0.90473,0.96587,0.81111,0.98552,0.90473,0.96587,0.72694,0.67988,0.87455,0.94151,1.1885,2.48e-05,2.48e-05,2.48e-05
98,115.756,0.63419,1.47107,1.27332,1.13069,0.97422,0.91648,0.96525,0.81489,0.97422,0.91648,0.96525,0.73056,0.67519,0.87673,0.9405,1.18653,1.985e-05,1.985e-05,1.985e-05
99,117.284,0.61849,1.46598,1.26776,1.10404,0.97353,0.91749,0.96461,0.8127,0.97353,0.91749,0.96514,0.72902,0.67122,0.87937,0.94134,1.18381,1.49e-05,1.49e-05,1.49e-05
100,119.001,0.62268,1.49014,1.26454,1.11863,0.97791,0.91605,0.96476,0.81317,0.97791,0.91605,0.96593,0.73234,0.68083,0.87634,0.95565,1.19022,9.95e-06,9.95e-06,9.95e-06
