epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,30.2856,0.75195,1.59386,0.82676,1.19938,0.76513,0.70511,0.77384,0.52563,0.70119,0.6498,0.66793,0.31305,1.22191,1.97002,1.1945,1.65847,0.0003911,0.0003911,0.0003911
24,31.5842,0.75775,1.54467,0.83261,1.17619,0.79883,0.72894,0.78312,0.54029,0.78047,0.7037,0.73583,0.40871,1.20629,1.64489,1.18714,1.63209,0.00038615,0.00038615,0.00038615
25,32.816,0.7711,1.49232,0.81056,1.18977,0.80765,0.78777,0.82159,0.56687,0.82724,0.80615,0.82947,0.4722,1.15988,1.59872,1.03998,1.59162,0.0003812,0.0003812,0.0003812
26,34.0722,0.74702,1.48513,0.78787,1.17429,0.79441,0.76852,0.82565,0.55351,0.79441,0.76852,0.78423,0.43706,1.22564,1.69575,1.03086,1.66592,0.00037625,0.00037625,0.00037625
27,35.2924,0.70875,1.42251,0.73113,1.1361,0.83546,0.76852,0.82226,0.56272,0.80679,0.74074,0.75344,0.40763,1.19257,1.65897,1.0276,1.63796,0.0003713,0.0003713,0.0003713
28,36.5268,0.72494,1.35122,0.72413,1.14809,0.86433,0.78202,0.82162,0.53987,0.86433,0.78202,0.80196,0.41406,1.21089,1.63205,1.04683,1.65064,0.00036635,0.00036635,0.00036635
29,37.7512,0.72806,1.35905,0.71888,1.15179,0.81231,0.7563,0.79783,0.54439,0.81231,0.7563,0.7904,0.44303,1.20232,1.57129,1.0396,1.70243,0.0003614,0.0003614,0.0003614
30,38.9841,0.67371,1.31946,0.69232,1.10123,0.82741,0.71296,0.78158,0.56096,0.82741,0.71296,0.77603,0.44655,1.15949,1.6202,1.06209,1.68768,0.00035645,0.00035645,0.00035645
31,40.2221,0.65297,1.34525,0.66841,1.07285,0.79897,0.74315,0.8067,0.56116,0.79897,0.74315,0.78643,0.42364,1.19448,1.7355,1.03507,1.7146,0.0003515,0.0003515,0.0003515
32,41.5458,0.67965,1.30405,0.65981,1.14557,0.84766,0.72962,0.77833,0.5404,0.84766,0.72962,0.75553,0.37713,1.24221,1.72163,1.00764,1.73362,0.00034655,0.00034655,0.00034655
33,42.7698,0.63176,1.24131,0.64651,1.08292,0.83905,0.72575,0.77282,0.52969,0.83905,0.72575,0.75258,0.41889,1.22415,1.47903,1.03801,1.72009,0.0003416,0.0003416,0.0003416
34,44.0257,0.63487,1.29078,0.64611,1.07873,0.76759,0.76852,0.77244,0.54714,0.76759,0.76852,0.76488,0.46249,1.15686,1.46574,1.07389,1.6641,0.00033665,0.00033665,0.00033665
35,45.308,0.65425,1.27614,0.66328,1.11036,0.84008,0.73148,0.78521,0.58263,0.84008,0.73148,0.76568,0.44315,1.19873,1.75429,1.01434,1.69578,0.0003317,0.0003317,0.0003317
36,46.5394,0.62401,1.26487,0.63305,1.06989,0.84396,0.73148,0.785,0.57535,0.84396,0.73148,0.76584,0.44172,1.21669,1.822,0.98908,1.73128,0.00032675,0.00032675,0.00032675
37,47.7727,0.61584,1.18588,0.63355,1.04769,0.88301,0.75,0.82858,0.58273,0.88301,0.75,0.8322,0.47629,1.19429,1.64335,0.97988,1.71032,0.0003218,0.0003218,0.0003218
38,49.0026,0.61499,1.1049,0.58341,1.04049,0.87293,0.75459,0.8293,0.59327,0.87293,0.75459,0.83226,0.49131,1.15809,1.55294,0.97883,1.6745,0.00031685,0.00031685,0.00031685
39,50.3341,0.62019,1.18291,0.60065,1.07647,0.9115,0.72645,0.82082,0.59923,0.9115,0.72645,0.81463,0.46243,1.13534,1.53126,1.01771,1.61022,0.0003119,0.0003119,0.0003119
40,51.5746,0.58866,1.22302,0.59324,1.04915,0.82747,0.72139,0.7815,0.57476,0.81752,0.75966,0.82715,0.4407,1.1513,1.78192,1.01244,1.60453,0.00030695,0.00030695,0.00030695
41,52.8148,0.60081,1.14231,0.58849,1.02937,0.84622,0.73779,0.80828,0.57184,0.84622,0.73779,0.8208,0.44143,1.16655,1.62106,0.99406,1.65381,0.000302,0.000302,0.000302
42,54.0533,0.57325,1.12646,0.5657,1.0369,0.83907,0.72596,0.81892,0.57864,0.83907,0.72596,0.80087,0.47036,1.18596,1.48715,0.96232,1.69478,0.00029705,0.00029705,0.00029705
43,55.2785,0.57207,1.1138,0.56527,1.02923,0.82126,0.75,0.80365,0.5775,0.82126,0.75,0.78647,0.46571,1.18118,1.54685,0.97292,1.69253,0.0002921,0.0002921,0.0002921
44,56.509,0.58568,1.07605,0.56154,1.0342,0.77892,0.78312,0.80236,0.57376,0.75075,0.75579,0.76657,0.43898,1.18841,1.69303,0.99303,1.70474,0.00028715,0.00028715,0.00028715
45,57.7385,0.57036,1.09872,0.53438,1.02574,0.78123,0.78704,0.80629,0.56606,0.76282,0.76852,0.77861,0.46977,1.17142,1.56132,1.02375,1.66422,0.0002822,0.0002822,0.0002822
46,58.9652,0.5688,1.06572,0.53713,1.03832,0.79499,0.76852,0.81996,0.56415,0.7917,0.7963,0.80419,0.4848,1.16856,1.42731,1.03249,1.64585,0.00027725,0.00027725,0.00027725
47,60.1975,0.54352,1.02439,0.52182,1.00399,0.85315,0.73894,0.81977,0.5677,0.76691,0.81481,0.80628,0.47311,1.20136,1.348,1.01235,1.67266,0.0002723,0.0002723,0.0002723
48,61.4931,0.56412,1.02998,0.53193,1.02874,0.8459,0.72158,0.82134,0.57194,0.8459,0.72158,0.82074,0.48054,1.16182,1.37262,1.02432,1.65596,0.00026735,0.00026735,0.00026735
49,62.7093,0.54629,1.05539,0.51375,1.01309,0.88954,0.72331,0.82285,0.5878,0.88954,0.72331,0.82229,0.45775,1.15052,1.52436,0.98108,1.64586,0.0002624,0.0002624,0.0002624
50,63.9631,0.52847,0.98025,0.51538,1.0189,0.76662,0.82958,0.85814,0.61082,0.74938,0.81129,0.84171,0.46951,1.14795,1.63876,0.94122,1.6121,0.00025745,0.00025745,0.00025745
51,65.2146,0.52583,1.02037,0.51174,1.00645,0.77619,0.84821,0.8438,0.60056,0.75935,0.83017,0.83819,0.494,1.14196,1.45717,0.95383,1.62534,0.0002525,0.0002525,0.0002525
52,66.4698,0.53135,0.96566,0.50219,1.00619,0.73552,0.85185,0.84809,0.588,0.70868,0.85185,0.84303,0.50135,1.138,1.42503,0.96726,1.64281,0.00024755,0.00024755,0.00024755
53,67.6981,0.51407,0.98142,0.48528,0.97942,0.76608,0.79309,0.82532,0.57049,0.72199,0.84594,0.84413,0.47288,1.18598,1.57947,0.91999,1.72825,0.0002426,0.0002426,0.0002426
54,68.9859,0.50046,0.96138,0.48044,0.97171,0.83299,0.72833,0.84085,0.56623,0.83299,0.72833,0.85455,0.44731,1.21072,1.68419,0.90736,1.73574,0.00023765,0.00023765,0.00023765
55,70.2267,0.50987,1.01696,0.47503,0.96182,0.82169,0.75,0.84289,0.56922,0.82169,0.75,0.84289,0.4691,1.22014,1.58435,0.88882,1.7028,0.0002327,0.0002327,0.0002327
56,71.4524,0.48164,0.96537,0.48395,0.95038,0.78493,0.80556,0.85965,0.58312,0.81723,0.78704,0.86336,0.48921,1.19086,1.56898,0.8933,1.66526,0.00022775,0.00022775,0.00022775
57,72.7088,0.50457,1.00285,0.50482,0.97608,0.80523,0.84396,0.85475,0.59171,0.80523,0.84396,0.85929,0.49105,1.17494,1.67816,0.92082,1.65123,0.0002228,0.0002228,0.0002228
58,73.9669,0.49797,0.95601,0.48244,0.96527,0.7929,0.8394,0.8548,0.5858,0.84476,0.81712,0.86151,0.45799,1.16275,1.75812,0.90663,1.64761,0.00021785,0.00021785,0.00021785
59,75.3924,0.48983,0.92497,0.4634,0.95905,0.78519,0.85928,0.8453,0.58419,0.8306,0.80245,0.84514,0.46757,1.13341,1.72439,0.89888,1.65015,0.0002129,0.0002129,0.0002129
60,76.6671,0.47973,0.87305,0.46072,0.97206,0.8245,0.84259,0.8555,0.57804,0.8245,0.84259,0.85442,0.48406,1.11335,1.56627,0.92166,1.64655,0.00020795,0.00020795,0.00020795
61,77.9109,0.48845,0.91195,0.47149,0.96812,0.79223,0.81481,0.84207,0.57583,0.81859,0.84259,0.84946,0.48928,1.11534,1.54151,0.94893,1.62976,0.000203,0.000203,0.000203
62,79.2567,0.46044,0.84309,0.437,0.95038,0.85424,0.77778,0.84558,0.58164,0.85424,0.77778,0.84478,0.46343,1.17612,1.62012,0.92308,1.66534,0.00019805,0.00019805,0.00019805
63,80.6381,0.47986,0.94718,0.46232,0.95047,0.86124,0.77441,0.84667,0.57143,0.86124,0.77441,0.85177,0.44464,1.20084,1.68382,0.91007,1.70332,0.0001931,0.0001931,0.0001931
64,81.9163,0.46896,0.88281,0.45279,0.95439,0.7744,0.81536,0.82705,0.57239,0.7744,0.81536,0.8308,0.4496,1.19829,1.74735,0.93911,1.70262,0.00018815,0.00018815,0.00018815
65,83.1889,0.47433,0.91354,0.44191,0.94251,0.7808,0.80954,0.83578,0.57596,0.79906,0.82767,0.85109,0.46746,1.17759,1.73377,0.94493,1.69095,0.0001832,0.0001832,0.0001832
66,84.4527,0.456,0.8804,0.43598,0.94746,0.78645,0.83715,0.86015,0.58658,0.78645,0.83715,0.86015,0.4771,1.13336,1.76292,0.92014,1.64458,0.00017825,0.00017825,0.00017825
67,85.8097,0.46917,0.87983,0.44398,0.9343,0.88763,0.71296,0.82303,0.5797,0.88763,0.71296,0.82147,0.46325,1.1564,1.79274,0.88967,1.66991,0.0001733,0.0001733,0.0001733
68,87.0373,0.46611,0.83606,0.43332,0.93981,0.77343,0.81481,0.81725,0.58917,0.77343,0.81481,0.81725,0.46582,1.15085,1.80125,0.87,1.66876,0.00016835,0.00016835,0.00016835
69,88.3445,0.45433,0.88943,0.4247,0.9374,0.77257,0.81383,0.8387,0.60744,0.79905,0.84124,0.85705,0.49806,1.12552,1.70622,0.89784,1.64368,0.0001634,0.0001634,0.0001634
70,89.7459,0.45755,0.91133,0.43064,0.92982,0.77927,0.832,0.83136,0.60475,0.8054,0.85964,0.85485,0.48523,1.10457,1.76217,0.92413,1.62149,0.00015845,0.00015845,0.00015845
71,91.0471,0.43696,0.88648,0.42549,0.93071,0.78249,0.86111,0.8556,0.61408,0.78249,0.86111,0.85677,0.4917,1.10125,1.77148,0.93136,1.60584,0.0001535,0.0001535,0.0001535
72,92.3255,0.46329,0.85979,0.42048,0.94106,0.78385,0.86111,0.86609,0.61714,0.86218,0.82612,0.86831,0.4954,1.11766,1.77356,0.94498,1.60766,0.00014855,0.00014855,0.00014855
73,93.7103,0.4505,0.85736,0.41523,0.92698,0.88084,0.76162,0.87392,0.63238,0.81527,0.7963,0.84731,0.48439,1.10725,1.93139,0.90625,1.61535,0.0001436,0.0001436,0.0001436
74,95.2072,0.45285,0.83215,0.41657,0.94386,0.86319,0.79403,0.87128,0.61019,0.83528,0.76625,0.8399,0.47745,1.09669,2.02714,0.91621,1.62171,0.00013865,0.00013865,0.00013865
75,96.5076,0.44894,0.80317,0.40616,0.9154,0.85554,0.76852,0.86471,0.61524,0.85554,0.76852,0.85625,0.46818,1.09279,1.97837,0.94263,1.60961,0.0001337,0.0001337,0.0001337
76,97.8072,0.43976,0.85708,0.4285,0.92725,0.83605,0.76852,0.853,0.60421,0.83605,0.76852,0.8453,0.4612,1.11099,1.98412,0.97621,1.6377,0.00012875,0.00012875,0.00012875
77,99.2089,0.41987,0.81354,0.39951,0.92646,0.77443,0.84942,0.85823,0.59668,0.85174,0.76852,0.84294,0.45751,1.10762,1.96952,0.95313,1.62618,0.0001238,0.0001238,0.0001238
78,100.738,0.41007,0.80174,0.38959,0.91146,0.77697,0.84939,0.86046,0.5985,0.75964,0.8311,0.83198,0.46429,1.13725,1.99862,0.90919,1.63587,0.00011885,0.00011885,0.00011885
79,102.033,0.41784,0.78613,0.40562,0.89822,0.79217,0.84956,0.86325,0.59331,0.77421,0.83139,0.83698,0.46162,1.14719,1.98095,0.8799,1.63484,0.0001139,0.0001139,0.0001139
80,103.292,0.40702,0.81259,0.3952,0.89464,0.77869,0.85184,0.8587,0.58801,0.77869,0.85184,0.83759,0.46827,1.10727,1.93371,0.86751,1.60974,0.00010895,0.00010895,0.00010895
81,104.747,0.39595,0.77849,0.38712,0.92495,0.77535,0.85185,0.85842,0.60265,0.75781,0.83333,0.82541,0.47516,1.09098,1.93072,0.85909,1.60072,0.000104,0.000104,0.000104
82,106.135,0.41967,0.79625,0.40184,0.92035,0.77299,0.84744,0.84608,0.6094,0.76408,0.83333,0.81837,0.47338,1.1009,1.88456,0.83576,1.61349,9.905e-05,9.905e-05,9.905e-05
83,107.456,0.39881,0.77276,0.38409,0.90193,0.765,0.83333,0.83497,0.62169,0.79212,0.86111,0.85131,0.47094,1.09544,1.93266,0.89385,1.60944,9.41e-05,9.41e-05,9.41e-05
84,108.823,0.38908,0.81517,0.3825,0.86883,0.80228,0.8255,0.83505,0.61616,0.80228,0.8255,0.83505,0.47384,1.09293,1.9205,0.91347,1.61436,8.915e-05,8.915e-05,8.915e-05
85,110.175,0.40458,0.73812,0.38201,0.90026,0.7952,0.83476,0.84792,0.6105,0.82067,0.86111,0.85015,0.49316,1.09035,1.84083,0.92155,1.60035,8.42e-05,8.42e-05,8.42e-05
86,111.566,0.38843,0.71917,0.37495,0.89932,0.78413,0.83333,0.84954,0.60812,0.80886,0.86111,0.85311,0.4905,1.09984,1.80264,0.91544,1.59486,7.925e-05,7.925e-05,7.925e-05
87,112.907,0.4069,0.80023,0.37779,0.90787,0.81531,0.85185,0.87085,0.61298,0.84115,0.87963,0.87509,0.50243,1.08956,1.80665,0.90334,1.59365,7.43e-05,7.43e-05,7.43e-05
88,114.261,0.38643,0.77239,0.37725,0.89626,0.84026,0.85185,0.8875,0.6126,0.84026,0.85185,0.8875,0.49228,1.09877,1.85327,0.88738,1.60263,6.935e-05,6.935e-05,6.935e-05
89,115.525,0.38778,0.75701,0.37678,0.90501,0.84317,0.86426,0.88358,0.62305,0.8628,0.88265,0.89201,0.47375,1.08087,2.02582,0.89855,1.59046,6.44e-05,6.44e-05,6.44e-05
90,116.844,0.381,0.73498,0.37166,0.89053,0.80286,0.87816,0.87701,0.60542,0.82038,0.89661,0.89188,0.46419,1.10424,2.09751,0.904,1.61187,5.945e-05,5.945e-05,5.945e-05
91,118.095,0.41552,0.7679,0.3961,0.91166,0.79518,0.89425,0.88238,0.60699,0.79518,0.89425,0.88238,0.46557,1.10622,2.10436,0.90611,1.61563,5.45e-05,5.45e-05,5.45e-05
92,119.342,0.39318,0.74217,0.37263,0.91,0.80801,0.89623,0.88885,0.60922,0.80801,0.89623,0.88885,0.47795,1.11147,2.01798,0.90096,1.61394,4.955e-05,4.955e-05,4.955e-05
93,120.824,0.37486,0.75392,0.36697,0.87894,0.80732,0.89642,0.88728,0.60513,0.80732,0.89642,0.88728,0.47753,1.10477,1.98313,0.89934,1.60899,4.46e-05,4.46e-05,4.46e-05
94,122.161,0.36737,0.71415,0.36393,0.90149,0.81934,0.89709,0.89005,0.60901,0.8367,0.91551,0.8979,0.49795,1.09923,1.93708,0.88772,1.60291,3.965e-05,3.965e-05,3.965e-05
95,123.455,0.37542,0.72577,0.36005,0.88999,0.81876,0.89716,0.88986,0.61504,0.83611,0.91556,0.8982,0.49997,1.0998,1.92538,0.88418,1.59977,3.47e-05,3.47e-05,3.47e-05
96,124.717,0.38444,0.72792,0.37008,0.88983,0.81887,0.8975,0.89368,0.61358,0.83603,0.91584,0.90122,0.50286,1.10344,1.91463,0.87929,1.60169,2.975e-05,2.975e-05,2.975e-05
97,126.002,0.38546,0.70661,0.36075,0.88165,0.81868,0.89642,0.8899,0.61815,0.83585,0.91479,0.89818,0.51039,1.10847,1.9538,0.88816,1.61419,2.48e-05,2.48e-05,2.48e-05
98,127.29,0.39318,0.73711,0.37784,0.88117,0.81641,0.89422,0.8869,0.61176,0.81641,0.89422,0.8869,0.50849,1.0997,1.98615,0.89042,1.60075,1.985e-05,1.985e-05,1.985e-05
99,128.53,0.37027,0.72857,0.35706,0.87218,0.82868,0.8923,0.88555,0.61525,0.84639,0.91072,0.89944,0.4988,1.10206,2.02796,0.8707,1.60296,1.49e-05,1.49e-05,1.49e-05
100,129.849,0.38789,0.77161,0.36731,0.9026,0.83209,0.88917,0.88987,0.60783,0.85017,0.9075,0.89993,0.50085,1.1034,2.03756,0.87075,1.60326,9.95e-06,9.95e-06,9.95e-06
