epoch,train_box_loss,train_seg_loss,train_cls_loss,train_dfl_loss,val_box_loss,val_seg_loss,val_cls_loss,val_dfl_loss,precision,recall,mAP50,mAP50-95,mask_mAP50,mask_mAP50-95,learning_rate,timestamp
52,0,0,0,0,0.9515,1.26389,1.28953,1.4418,0.94175,0.85069,0.93838,0.70623,0.93838,0.62108,0.00024754999999999997,2025-11-15 21:46:12
53,0,0,0,0,0.96006,1.26549,1.27551,1.44241,0.94553,0.85069,0.93936,0.70524,0.93936,0.61593,0.0002426,2025-11-15 21:46:13
54,0,0,0,0,0.96568,1.27999,1.27941,1.4441,0.94377,0.85069,0.94009,0.68768,0.94009,0.60898,0.00023765,2025-11-15 21:46:14
55,0,0,0,0,0.96568,1.27999,1.27941,1.4441,0.94377,0.85069,0.94009,0.68768,0.94009,0.60898,0.0002327,2025-11-15 21:46:15
56,0,0,0,0,0.98259,1.27714,1.27068,1.43776,0.9505,0.85069,0.93737,0.68657,0.93737,0.60442,0.00022774999999999998,2025-11-15 21:46:17
57,0,0,0,0,0.98206,1.26971,1.27156,1.44429,0.94541,0.85069,0.94304,0.6894,0.94304,0.60864,0.00022279999999999997,2025-11-15 21:46:18
58,0,0,0,0,0.9897,1.26776,1.25783,1.44332,0.95596,0.85069,0.94176,0.6984,0.94176,0.59809,0.00021785,2025-11-15 21:46:19
59,0,0,0,0,0.97916,1.25631,1.2436,1.4381,0.95591,0.81944,0.94214,0.69513,0.94214,0.60581,0.00021290000000000002,2025-11-15 21:46:20
60,0,0,0,0,0.9756,1.24928,1.22154,1.43919,0.95994,0.8286,0.94464,0.69401,0.94464,0.61158,0.00020795000000000004,2025-11-15 21:46:21
61,0,0,0,0,0.97785,1.24374,1.2038,1.43455,0.86121,0.86182,0.92772,0.68743,0.92772,0.60602,0.00020300000000000003,2025-11-15 21:46:23
62,0,0,0,0,0.97635,1.22859,1.2131,1.42646,0.83864,0.86498,0.92556,0.68563,0.92556,0.59818,0.00019805000000000002,2025-11-15 21:46:24
63,0,0,0,0,0.97635,1.22859,1.2131,1.42646,0.83864,0.86498,0.92556,0.68563,0.92556,0.59818,0.0001931,2025-11-15 21:46:25
64,0,0,0,0,0.97315,1.22241,1.19279,1.42489,0.83735,0.86168,0.92086,0.68925,0.92086,0.59735,0.00018815000000000002,2025-11-15 21:46:27
65,0,0,0,0,0.98231,1.21242,1.1803,1.42964,0.86366,0.85069,0.92868,0.68772,0.92868,0.60233,0.0001832,2025-11-15 21:46:28
66,0,0,0,0,0.96417,1.20044,1.16877,1.41756,0.88869,0.85657,0.92968,0.689,0.92968,0.60574,0.00017825,2025-11-15 21:46:29
67,0,0,0,0,0.96602,1.19258,1.15257,1.41759,0.86378,0.85069,0.9257,0.69407,0.9257,0.61047,0.00017329999999999998,2025-11-15 21:46:30
68,0,0,0,0,0.96613,1.18122,1.14043,1.41553,0.87179,0.85069,0.93022,0.69681,0.93022,0.61955,0.00016834999999999997,2025-11-15 21:46:32
69,0,0,0,0,0.96463,1.17083,1.13285,1.41758,0.85416,0.88194,0.92816,0.69343,0.92816,0.60117,0.0001634,2025-11-15 21:46:33
70,0,0,0,0,0.96761,1.17025,1.13071,1.41762,0.84102,0.88606,0.9174,0.68678,0.93066,0.60501,0.00015845000000000003,2025-11-15 21:46:34
71,0,0,0,0,0.96761,1.17025,1.13071,1.41762,0.84102,0.88606,0.9174,0.68678,0.93066,0.60501,0.00015350000000000002,2025-11-15 21:46:35
72,0,0,0,0,0.97098,1.16974,1.12499,1.42147,0.86604,0.90546,0.92213,0.69107,0.93291,0.60996,0.00014855,2025-11-15 21:46:37
73,0,0,0,0,0.9739,1.17059,1.1235,1.42513,0.86659,0.90723,0.92333,0.69245,0.93341,0.61181,0.00014360000000000002,2025-11-15 21:46:38
74,0,0,0,0,0.9743,1.1584,1.12478,1.42015,0.86726,0.90996,0.93323,0.68761,0.93323,0.60508,0.00013865000000000004,2025-11-15 21:46:39
75,0,0,0,0,0.96674,1.16267,1.12713,1.41762,0.90012,0.8709,0.9387,0.6838,0.92298,0.5945,0.00013370000000000002,2025-11-15 21:46:41
76,0,0,0,0,0.9596,1.15534,1.12221,1.40986,0.90096,0.86355,0.93052,0.6983,0.91976,0.61001,0.00012875,2025-11-15 21:46:42
77,0,0,0,0,0.96043,1.14342,1.11102,1.40925,0.90735,0.85069,0.92838,0.69706,0.93333,0.6147,0.0001238,2025-11-15 21:46:43
78,0,0,0,0,0.96323,1.12971,1.10483,1.40589,0.93086,0.88194,0.92912,0.69694,0.93553,0.61767,0.00011885,2025-11-15 21:46:44
79,0,0,0,0,0.96323,1.12971,1.10483,1.40589,0.93086,0.88194,0.92912,0.69694,0.93553,0.61767,0.00011389999999999999,2025-11-15 21:46:46
80,0,0,0,0,0.95768,1.12337,1.10194,1.39934,0.91994,0.88194,0.93058,0.69989,0.92169,0.62622,0.00010894999999999999,2025-11-15 21:46:47
81,0,0,0,0,0.96229,1.12108,1.08748,1.40309,0.93394,0.88194,0.93926,0.6974,0.93926,0.62806,0.00010399999999999998,2025-11-15 21:46:48
82,0,0,0,0,0.97538,1.11376,1.10404,1.40342,0.92753,0.88194,0.92971,0.69496,0.93796,0.62068,9.904999999999997e-05,2025-11-15 21:46:49
83,0,0,0,0,0.96718,1.10458,1.1077,1.40367,0.92644,0.88194,0.92785,0.69695,0.93231,0.61171,9.410000000000004e-05,2025-11-15 21:46:50
84,0,0,0,0,0.9727,1.11425,1.09424,1.4018,0.93542,0.88194,0.94474,0.70235,0.93369,0.61508,8.915000000000003e-05,2025-11-15 21:46:52
85,0,0,0,0,0.96571,1.11459,1.10822,1.39638,0.92949,0.88194,0.93872,0.70229,0.92814,0.61759,8.420000000000003e-05,2025-11-15 21:46:53
86,0,0,0,0,0.9623,1.11352,1.10897,1.39689,0.9345,0.88194,0.92762,0.69927,0.9382,0.61731,7.925000000000002e-05,2025-11-15 21:46:55
87,0,0,0,0,0.9623,1.11352,1.10897,1.39689,0.9345,0.88194,0.92762,0.69927,0.9382,0.61731,7.43e-05,2025-11-15 21:46:56
88,0,0,0,0,0.96155,1.1132,1.10515,1.39291,0.93532,0.88194,0.93161,0.70266,0.93161,0.62156,6.935e-05,2025-11-15 21:46:57
89,0,0,0,0,0.95988,1.11745,1.09238,1.38883,0.93325,0.88194,0.93702,0.70755,0.94474,0.62935,6.440000000000001e-05,2025-11-15 21:46:58
90,0,0,0,0,0.94622,1.11713,1.09153,1.38273,0.93711,0.88194,0.93731,0.71083,0.94144,0.62736,5.944999999999999e-05,2025-11-15 21:47:00
91,0,0,0,0,0.9489,1.11016,1.09387,1.38308,0.93575,0.88194,0.93766,0.71504,0.94219,0.63045,5.449999999999999e-05,2025-11-15 21:47:01
92,0,0,0,0,0.93773,1.11642,1.08685,1.37908,0.97329,0.87489,0.94836,0.71618,0.94966,0.62627,4.9549999999999985e-05,2025-11-15 21:47:02
93,0,0,0,0,0.94451,1.10687,1.10432,1.37943,0.93853,0.87565,0.93078,0.71244,0.9362,0.63503,4.459999999999998e-05,2025-11-15 21:47:03
94,0,0,0,0,0.95099,1.11056,1.11185,1.38059,0.93796,0.88194,0.93264,0.71307,0.93264,0.63161,3.964999999999997e-05,2025-11-15 21:47:05
95,0,0,0,0,0.95099,1.11056,1.11185,1.38059,0.93796,0.88194,0.93264,0.71307,0.93264,0.63161,3.4700000000000024e-05,2025-11-15 21:47:06
96,0,0,0,0,0.94778,1.10379,1.09305,1.37844,0.93803,0.88194,0.94144,0.71202,0.93319,0.64051,2.9750000000000025e-05,2025-11-15 21:47:07
97,0,0,0,0,0.94774,1.09724,1.09234,1.38322,0.9738,0.87799,0.94246,0.70786,0.94887,0.62462,2.480000000000002e-05,2025-11-15 21:47:09
98,0,0,0,0,0.9399,1.11307,1.06776,1.37903,0.93983,0.88044,0.94021,0.71706,0.94619,0.64026,1.9850000000000015e-05,2025-11-15 21:47:10
99,0,0,0,0,0.94769,1.10774,1.07313,1.38287,0.93885,0.8797,0.94021,0.71391,0.94619,0.645,1.4900000000000012e-05,2025-11-15 21:47:11
100,0,0,0,0,0.94516,1.1042,1.0775,1.38219,0.93581,0.89781,0.94176,0.71914,0.94569,0.6382,9.950000000000005e-06,2025-11-15 21:47:12
100,0,0,0,0,0,0,0,0,0.9388201705252551,0.879489767545323,0.9356589940323956,0.7116728685283993,0.9416372549019607,0.6434605449446443,9.950000000000005e-06,2025-11-15 21:47:15
100,0,0,0,0,0,0,0,0,0.9388201705252551,0.879489767545323,0.9356589940323956,0.7116728685283993,0.9416372549019607,0.6434605449446443,0.0005,2025-11-15 21:47:16
