epoch,train_box_loss,train_seg_loss,train_cls_loss,train_dfl_loss,val_box_loss,val_seg_loss,val_cls_loss,val_dfl_loss,precision,recall,mAP50,mAP50-95,mask_mAP50,mask_mAP50-95,learning_rate,timestamp
53,0,0,0,0,0.99637,1.46938,1.55675,1.50513,0.63964,0.70455,0.73065,0.54502,0.73065,0.4204,0.0002426,2025-11-16 05:07:46
54,0,0,0,0,1.01267,1.47602,1.54986,1.50587,0.6164,0.70455,0.73932,0.54529,0.73932,0.42743,0.00023765,2025-11-16 05:07:47
55,0,0,0,0,1.01088,1.47988,1.54389,1.5096,0.59699,0.70455,0.7421,0.54946,0.74153,0.44494,0.0002327,2025-11-16 05:07:49
56,0,0,0,0,1.00775,1.46652,1.56442,1.50306,0.67082,0.71024,0.7444,0.54696,0.70734,0.42655,0.00022774999999999998,2025-11-16 05:07:50
57,0,0,0,0,1.01947,1.46426,1.55859,1.50334,0.72076,0.69034,0.75278,0.54497,0.71742,0.42405,0.00022279999999999997,2025-11-16 05:07:52
58,0,0,0,0,1.02429,1.45699,1.57413,1.51173,0.69347,0.65909,0.74918,0.54282,0.74918,0.42656,0.00021785,2025-11-16 05:07:54
59,0,0,0,0,1.03444,1.45254,1.5652,1.51614,0.71485,0.62399,0.75054,0.54782,0.75054,0.428,0.00021290000000000002,2025-11-16 05:07:55
60,0,0,0,0,1.05512,1.44381,1.53148,1.51525,0.76116,0.65909,0.76161,0.55731,0.76161,0.45311,0.00020795000000000004,2025-11-16 05:07:57
61,0,0,0,0,1.05632,1.43109,1.52016,1.51457,0.76583,0.65909,0.77988,0.56146,0.77988,0.4475,0.00020300000000000003,2025-11-16 05:07:58
62,0,0,0,0,1.04207,1.43158,1.51206,1.52625,0.82512,0.66196,0.78358,0.57642,0.78358,0.45424,0.00019805000000000002,2025-11-16 05:08:00
63,0,0,0,0,1.04229,1.4438,1.49222,1.51985,0.75176,0.65909,0.78104,0.56282,0.78104,0.45091,0.0001931,2025-11-16 05:08:01
64,0,0,0,0,1.06375,1.43539,1.51123,1.52946,0.71958,0.65909,0.77052,0.55388,0.77052,0.45463,0.00018815000000000002,2025-11-16 05:08:03
65,0,0,0,0,1.03121,1.43262,1.45623,1.50389,0.66532,0.75284,0.77297,0.56794,0.73283,0.45084,0.0001832,2025-11-16 05:08:04
66,0,0,0,0,1.00608,1.45774,1.42015,1.48187,0.71645,0.79587,0.7909,0.57735,0.75686,0.458,0.00017825,2025-11-16 05:08:05
67,0,0,0,0,0.99687,1.45967,1.41375,1.47517,0.68122,0.75284,0.78818,0.58082,0.7555,0.44941,0.00017329999999999998,2025-11-16 05:08:07
68,0,0,0,0,1.00429,1.46076,1.39616,1.48458,0.69149,0.78987,0.81206,0.59743,0.81206,0.44898,0.00016834999999999997,2025-11-16 05:08:09
69,0,0,0,0,1.01549,1.45939,1.40432,1.48276,0.70007,0.82151,0.80422,0.58255,0.76963,0.46856,0.0001634,2025-11-16 05:08:10
70,0,0,0,0,1.0034,1.4562,1.37885,1.48106,0.71545,0.7983,0.81524,0.60105,0.77928,0.46685,0.00015845000000000003,2025-11-16 05:08:12
71,0,0,0,0,1.02668,1.46028,1.37194,1.50116,0.71793,0.7983,0.81523,0.59858,0.77927,0.46504,0.00015350000000000002,2025-11-16 05:08:13
72,0,0,0,0,1.0234,1.47408,1.38246,1.49256,0.71819,0.82299,0.82364,0.59394,0.79024,0.46407,0.00014855,2025-11-16 05:08:15
73,0,0,0,0,1.05594,1.46086,1.41074,1.51566,0.80057,0.76705,0.81322,0.57304,0.81322,0.45982,0.00014360000000000002,2025-11-16 05:08:16
74,0,0,0,0,1.01544,1.46257,1.42588,1.49172,0.69958,0.83979,0.81681,0.58825,0.81681,0.47008,0.00013865000000000004,2025-11-16 05:08:18
75,0,0,0,0,1.00718,1.44196,1.40763,1.48244,0.79404,0.75736,0.81797,0.59375,0.81797,0.48031,0.00013370000000000002,2025-11-16 05:08:19
76,0,0,0,0,1.00819,1.45771,1.39667,1.47927,0.67578,0.8608,0.81532,0.58962,0.81532,0.46916,0.00012875,2025-11-16 05:08:21
77,0,0,0,0,0.99703,1.4653,1.39248,1.47971,0.76386,0.76705,0.81157,0.59648,0.81157,0.46912,0.0001238,2025-11-16 05:08:22
78,0,0,0,0,0.98037,1.45944,1.38339,1.46266,0.76335,0.76118,0.82087,0.61137,0.82087,0.47839,0.00011885,2025-11-16 05:08:24
79,0,0,0,0,0.98505,1.46058,1.38234,1.46328,0.7606,0.75984,0.81209,0.60503,0.81209,0.48578,0.00011389999999999999,2025-11-16 05:08:25
80,0,0,0,0,0.98278,1.44329,1.37639,1.45821,0.67726,0.82767,0.80928,0.59665,0.80928,0.45932,0.00010894999999999999,2025-11-16 05:08:27
81,0,0,0,0,0.99397,1.43908,1.38345,1.46355,0.78243,0.734,0.80378,0.58895,0.80378,0.45729,0.00010399999999999998,2025-11-16 05:08:28
82,0,0,0,0,1.00079,1.45104,1.39615,1.47573,0.68916,0.78007,0.80349,0.59097,0.80349,0.44231,9.904999999999997e-05,2025-11-16 05:08:30
83,0,0,0,0,0.99709,1.44826,1.38987,1.47449,0.64794,0.83229,0.79478,0.58931,0.79478,0.44711,9.410000000000004e-05,2025-11-16 05:08:32
84,0,0,0,0,1.00489,1.44162,1.37493,1.46738,0.66186,0.7983,0.80727,0.59707,0.80727,0.45667,8.915000000000003e-05,2025-11-16 05:08:33
85,0,0,0,0,1.0085,1.44189,1.39229,1.47509,0.65688,0.80557,0.80821,0.58113,0.80821,0.44434,8.420000000000003e-05,2025-11-16 05:08:35
86,0,0,0,0,1.00467,1.43591,1.39901,1.46757,0.96108,0.61364,0.80834,0.59142,0.80834,0.44182,7.925000000000002e-05,2025-11-16 05:08:36
87,0,0,0,0,1.01489,1.42845,1.39381,1.46618,0.67981,0.82955,0.81164,0.58629,0.81164,0.44799,7.43e-05,2025-11-16 05:08:38
88,0,0,0,0,1.01566,1.42582,1.37476,1.45964,0.674,0.79927,0.80661,0.5895,0.81293,0.45973,6.935e-05,2025-11-16 05:08:40
89,0,0,0,0,0.99644,1.41599,1.37359,1.45454,0.85473,0.69034,0.82418,0.60118,0.82418,0.45396,6.440000000000001e-05,2025-11-16 05:08:42
90,0,0,0,0,1.00838,1.42443,1.3858,1.45681,0.84139,0.6762,0.81805,0.58997,0.81805,0.45675,5.944999999999999e-05,2025-11-16 05:08:44
91,0,0,0,0,1.01968,1.44742,1.37495,1.47514,0.91627,0.69034,0.82303,0.60138,0.82303,0.4499,5.449999999999999e-05,2025-11-16 05:08:46
92,0,0,0,0,1.00501,1.45055,1.42849,1.48702,0.80937,0.7358,0.81466,0.59321,0.7823,0.45732,4.9549999999999985e-05,2025-11-16 05:08:48
93,0,0,0,0,1.0147,1.45934,1.49449,1.51392,0.71795,0.7983,0.83075,0.59983,0.83453,0.44305,4.459999999999998e-05,2025-11-16 05:08:50
94,0,0,0,0,0.9957,1.46134,1.53057,1.50677,0.76665,0.79146,0.83512,0.60858,0.83512,0.45793,3.964999999999997e-05,2025-11-16 05:08:51
95,0,0,0,0,0.99604,1.47674,1.54805,1.50746,0.74849,0.7983,0.83719,0.60405,0.83509,0.45154,3.4700000000000024e-05,2025-11-16 05:08:53
96,0,0,0,0,1.01438,1.45545,1.54611,1.50825,0.73365,0.7983,0.81666,0.60065,0.81666,0.45326,2.9750000000000025e-05,2025-11-16 05:08:55
97,0,0,0,0,1.02485,1.45356,1.53148,1.51843,0.72068,0.7983,0.81882,0.5995,0.81882,0.44918,2.480000000000002e-05,2025-11-16 05:08:57
98,0,0,0,0,1.02201,1.45636,1.52333,1.50902,0.77848,0.76705,0.81684,0.6036,0.81684,0.45807,1.9850000000000015e-05,2025-11-16 05:08:58
99,0,0,0,0,1.02176,1.46015,1.54695,1.50475,0.73979,0.76705,0.81383,0.59945,0.81383,0.45619,1.4900000000000012e-05,2025-11-16 05:09:00
99,0,0,0,0,0,0,0,0,0.7610576652270951,0.7599459872897373,0.8064115340606792,0.5983799466736401,0.8064115340606792,0.48180007573003075,1.4900000000000012e-05,2025-11-16 05:09:03
100,0,0,0,0,0,0,0,0,0.7610576652270951,0.7599459872897373,0.8064115340606792,0.5983799466736401,0.8064115340606792,0.48180007573003075,0.0005,2025-11-16 05:09:04
