epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,57.5661,1.14129,1.88058,2.02705,1.46905,0.7425,0.6073,0.71075,0.53941,0.6938,0.56387,0.66715,0.39059,1.06612,1.611,1.75388,1.57767,0.00029705,0.00029705,0.00029705
43,59.0023,1.10129,1.83071,2.02018,1.42603,0.73582,0.60599,0.71291,0.5383,0.7035,0.56135,0.66501,0.38365,1.07315,1.58491,1.75339,1.58046,0.0002921,0.0002921,0.0002921
44,60.5369,1.0745,2.02988,1.99504,1.42364,0.82705,0.66142,0.73494,0.55188,0.78478,0.6182,0.6818,0.39257,1.10263,1.54442,1.76253,1.60357,0.00028715,0.00028715,0.00028715
45,61.9545,1.08669,1.87373,1.9758,1.4336,0.83033,0.58361,0.75181,0.52822,0.78488,0.5505,0.69847,0.39368,1.0852,1.53151,1.7043,1.59302,0.0002822,0.0002822,0.0002822
46,63.4023,1.16898,1.79265,1.97936,1.48248,0.6702,0.64205,0.74085,0.52462,0.62798,0.59659,0.69502,0.39219,1.06431,1.49383,1.65392,1.59102,0.00027725,0.00027725,0.00027725
47,65.0404,1.07346,1.93299,1.86452,1.4202,0.7279,0.62452,0.72686,0.52101,0.64061,0.62049,0.68674,0.38596,1.08478,1.50081,1.68153,1.60289,0.0002723,0.0002723,0.0002723
48,66.6252,1.04433,1.83255,1.87241,1.41795,0.71828,0.58632,0.72428,0.52621,0.65334,0.5972,0.68621,0.38441,1.06042,1.49583,1.65127,1.58072,0.00026735,0.00026735,0.00026735
49,68.5501,1.08917,1.7504,1.84147,1.43172,0.63446,0.68269,0.72951,0.5195,0.60252,0.63918,0.69459,0.3823,1.06845,1.48378,1.61939,1.5849,0.0002624,0.0002624,0.0002624
50,70.3251,1.1141,1.78683,1.93928,1.45246,0.65852,0.69537,0.7458,0.52765,0.62563,0.65303,0.71025,0.39279,1.06171,1.47683,1.58759,1.56041,0.00025745,0.00025745,0.00025745
51,72.0188,1.12516,1.74531,1.86469,1.46174,0.65163,0.70455,0.75031,0.54332,0.65163,0.70455,0.75031,0.3992,1.02776,1.47497,1.55772,1.53374,0.0002525,0.0002525,0.0002525
52,73.4754,1.08418,1.75986,1.86027,1.41623,0.68047,0.68567,0.75116,0.55365,0.68047,0.68567,0.75116,0.41674,1.02193,1.49755,1.53416,1.53557,0.00024755,0.00024755,0.00024755
53,75.2845,1.04072,1.6176,1.76362,1.40574,0.63964,0.70455,0.73065,0.54502,0.63964,0.70455,0.73065,0.4204,0.99637,1.46938,1.55675,1.50513,0.0002426,0.0002426,0.0002426
54,76.7708,1.08638,1.78031,1.77783,1.44534,0.6164,0.70455,0.73932,0.54529,0.6164,0.70455,0.73932,0.42743,1.01267,1.47602,1.54986,1.50587,0.00023765,0.00023765,0.00023765
55,78.2275,1.05068,1.75893,1.78265,1.42064,0.59699,0.70455,0.7421,0.54946,0.59699,0.70455,0.74153,0.44494,1.01088,1.47988,1.54389,1.5096,0.0002327,0.0002327,0.0002327
56,79.7526,1.02702,1.69805,1.70092,1.38517,0.67082,0.71024,0.7444,0.54696,0.64024,0.67522,0.70734,0.42655,1.00775,1.46652,1.56442,1.50306,0.00022775,0.00022775,0.00022775
57,81.2901,1.05003,1.73456,1.74961,1.40577,0.72076,0.69034,0.75278,0.54497,0.68215,0.64489,0.71742,0.42405,1.01947,1.46426,1.55859,1.50334,0.0002228,0.0002228,0.0002228
58,83.0172,1.04602,1.63101,1.62341,1.39932,0.69347,0.65909,0.74918,0.54282,0.69347,0.65909,0.74918,0.42656,1.02429,1.45699,1.57413,1.51173,0.00021785,0.00021785,0.00021785
59,84.5337,1.05493,1.66601,1.75796,1.40944,0.71485,0.62399,0.75054,0.54782,0.71485,0.62399,0.75054,0.428,1.03444,1.45254,1.5652,1.51614,0.0002129,0.0002129,0.0002129
60,86.0441,1.07091,1.79943,1.76358,1.41503,0.76116,0.65909,0.76161,0.55731,0.76116,0.65909,0.76161,0.45311,1.05512,1.44381,1.53148,1.51525,0.00020795,0.00020795,0.00020795
61,87.4132,1.08509,1.63211,1.72469,1.4299,0.76583,0.65909,0.77988,0.56146,0.76583,0.65909,0.77988,0.4475,1.05632,1.43109,1.52016,1.51457,0.000203,0.000203,0.000203
62,88.7951,1.11069,1.75801,1.65976,1.43994,0.82512,0.66196,0.78358,0.57642,0.82512,0.66196,0.78358,0.45424,1.04207,1.43158,1.51206,1.52625,0.00019805,0.00019805,0.00019805
63,90.3926,0.99143,1.71731,1.62625,1.37438,0.75176,0.65909,0.78104,0.56282,0.75176,0.65909,0.78104,0.45091,1.04229,1.4438,1.49222,1.51985,0.0001931,0.0001931,0.0001931
64,91.9947,1.07606,1.77904,1.65628,1.40532,0.71958,0.65909,0.77052,0.55388,0.71958,0.65909,0.77052,0.45463,1.06375,1.43539,1.51123,1.52946,0.00018815,0.00018815,0.00018815
65,93.3546,1.12578,1.67539,1.70723,1.42266,0.66532,0.75284,0.77297,0.56794,0.6249,0.70739,0.73283,0.45084,1.03121,1.43262,1.45623,1.50389,0.0001832,0.0001832,0.0001832
66,94.7128,0.98428,1.57742,1.5782,1.3274,0.71645,0.79587,0.7909,0.57735,0.67749,0.75062,0.75686,0.458,1.00608,1.45774,1.42015,1.48187,0.00017825,0.00017825,0.00017825
67,96.4557,1.11976,1.57977,1.68932,1.46845,0.68122,0.75284,0.78818,0.58082,0.64158,0.70739,0.7555,0.44941,0.99687,1.45967,1.41375,1.47517,0.0001733,0.0001733,0.0001733
68,97.8791,1.1173,1.79139,1.69555,1.41733,0.69149,0.78987,0.81206,0.59743,0.69149,0.78987,0.81206,0.44898,1.00429,1.46076,1.39616,1.48458,0.00016835,0.00016835,0.00016835
69,99.383,1.03222,1.58708,1.59705,1.37607,0.70007,0.82151,0.80422,0.58255,0.66315,0.77648,0.76963,0.46856,1.01549,1.45939,1.40432,1.48276,0.0001634,0.0001634,0.0001634
70,100.962,1.00977,1.58429,1.55927,1.38479,0.71545,0.7983,0.81524,0.60105,0.67765,0.75284,0.77928,0.46685,1.0034,1.4562,1.37885,1.48106,0.00015845,0.00015845,0.00015845
71,102.659,1.05159,1.85177,1.62567,1.41265,0.71793,0.7983,0.81523,0.59858,0.67962,0.75284,0.77927,0.46504,1.02668,1.46028,1.37194,1.50116,0.0001535,0.0001535,0.0001535
72,103.981,1.07354,1.74517,1.56506,1.40275,0.71819,0.82299,0.82364,0.59394,0.68145,0.77778,0.79024,0.46407,1.0234,1.47408,1.38246,1.49256,0.00014855,0.00014855,0.00014855
73,105.663,1.0625,1.70887,1.65947,1.44321,0.80057,0.76705,0.81322,0.57304,0.80057,0.76705,0.81322,0.45982,1.05594,1.46086,1.41074,1.51566,0.0001436,0.0001436,0.0001436
74,107.22,1.03345,1.6689,1.56323,1.38685,0.69958,0.83979,0.81681,0.58825,0.69958,0.83979,0.81681,0.47008,1.01544,1.46257,1.42588,1.49172,0.00013865,0.00013865,0.00013865
75,108.536,0.99937,1.5093,1.56766,1.36989,0.79404,0.75736,0.81797,0.59375,0.79404,0.75736,0.81797,0.48031,1.00718,1.44196,1.40763,1.48244,0.0001337,0.0001337,0.0001337
76,109.95,1.02461,1.59312,1.57204,1.37757,0.67578,0.8608,0.81532,0.58962,0.67578,0.8608,0.81532,0.46916,1.00819,1.45771,1.39667,1.47927,0.00012875,0.00012875,0.00012875
77,111.52,1.04103,1.72727,1.56507,1.41346,0.76386,0.76705,0.81157,0.59648,0.76386,0.76705,0.81157,0.46912,0.99703,1.4653,1.39248,1.47971,0.0001238,0.0001238,0.0001238
78,112.915,1.04369,1.66745,1.56264,1.39401,0.76335,0.76118,0.82087,0.61137,0.76335,0.76118,0.82087,0.47839,0.98037,1.45944,1.38339,1.46266,0.00011885,0.00011885,0.00011885
79,114.393,0.99036,1.7658,1.48087,1.37349,0.7606,0.75984,0.81209,0.60503,0.7606,0.75984,0.81209,0.48578,0.98505,1.46058,1.38234,1.46328,0.0001139,0.0001139,0.0001139
80,116.276,1.09173,1.61241,1.62947,1.40014,0.67726,0.82767,0.80928,0.59665,0.67726,0.82767,0.80928,0.45932,0.98278,1.44329,1.37639,1.45821,0.00010895,0.00010895,0.00010895
81,117.686,1.01782,1.73478,1.56441,1.36051,0.78243,0.734,0.80378,0.58895,0.78243,0.734,0.80378,0.45729,0.99397,1.43908,1.38345,1.46355,0.000104,0.000104,0.000104
82,119.362,1.02102,1.62755,1.52132,1.35597,0.68916,0.78007,0.80349,0.59097,0.68916,0.78007,0.80349,0.44231,1.00079,1.45104,1.39615,1.47573,9.905e-05,9.905e-05,9.905e-05
83,120.967,1.0336,1.65245,1.53188,1.37978,0.64794,0.83229,0.79478,0.58931,0.64794,0.83229,0.79478,0.44711,0.99709,1.44826,1.38987,1.47449,9.41e-05,9.41e-05,9.41e-05
84,122.462,1.0343,1.79499,1.63078,1.38291,0.66186,0.7983,0.80727,0.59707,0.66186,0.7983,0.80727,0.45667,1.00489,1.44162,1.37493,1.46738,8.915e-05,8.915e-05,8.915e-05
85,123.926,1.0234,1.61544,1.56135,1.36945,0.65688,0.80557,0.80821,0.58113,0.65688,0.80557,0.80821,0.44434,1.0085,1.44189,1.39229,1.47509,8.42e-05,8.42e-05,8.42e-05
86,125.469,1.01465,1.58564,1.49753,1.34203,0.96108,0.61364,0.80834,0.59142,0.96108,0.61364,0.80834,0.44182,1.00467,1.43591,1.39901,1.46757,7.925e-05,7.925e-05,7.925e-05
87,126.919,1.01485,1.62886,1.5283,1.35012,0.67981,0.82955,0.81164,0.58629,0.67981,0.82955,0.81164,0.44799,1.01489,1.42845,1.39381,1.46618,7.43e-05,7.43e-05,7.43e-05
88,129.306,1.01214,1.61484,1.52074,1.35242,0.674,0.79927,0.80661,0.5895,0.674,0.79927,0.81293,0.45973,1.01566,1.42582,1.37476,1.45964,6.935e-05,6.935e-05,6.935e-05
89,131.552,1.088,1.51858,1.58396,1.41293,0.85473,0.69034,0.82418,0.60118,0.85473,0.69034,0.82418,0.45396,0.99644,1.41599,1.37359,1.45454,6.44e-05,6.44e-05,6.44e-05
90,133.272,1.03591,1.5877,1.53279,1.4076,0.84139,0.6762,0.81805,0.58997,0.84139,0.6762,0.81805,0.45675,1.00838,1.42443,1.3858,1.45681,5.945e-05,5.945e-05,5.945e-05
91,135.365,0.80722,1.55413,1.62621,1.3058,0.91627,0.69034,0.82303,0.60138,0.91627,0.69034,0.82303,0.4499,1.01968,1.44742,1.37495,1.47514,5.45e-05,5.45e-05,5.45e-05
92,137.177,0.8657,1.61778,1.64338,1.34177,0.80937,0.7358,0.81466,0.59321,0.77056,0.69034,0.7823,0.45732,1.00501,1.45055,1.42849,1.48702,4.955e-05,4.955e-05,4.955e-05
93,139.085,0.79727,1.60999,1.60276,1.29237,0.71795,0.7983,0.83075,0.59983,0.71795,0.7983,0.83453,0.44305,1.0147,1.45934,1.49449,1.51392,4.46e-05,4.46e-05,4.46e-05
94,140.68,0.80317,1.58082,1.58648,1.28451,0.76665,0.79146,0.83512,0.60858,0.76665,0.79146,0.83512,0.45793,0.9957,1.46134,1.53057,1.50677,3.965e-05,3.965e-05,3.965e-05
95,142.358,0.7972,1.57223,1.66908,1.31966,0.74849,0.7983,0.83719,0.60405,0.74849,0.7983,0.83509,0.45154,0.99604,1.47674,1.54805,1.50746,3.47e-05,3.47e-05,3.47e-05
96,144.107,0.80515,1.60108,1.61322,1.28124,0.73365,0.7983,0.81666,0.60065,0.73365,0.7983,0.81666,0.45326,1.01438,1.45545,1.54611,1.50825,2.975e-05,2.975e-05,2.975e-05
97,145.834,0.77188,1.55471,1.55185,1.2325,0.72068,0.7983,0.81882,0.5995,0.72068,0.7983,0.81882,0.44918,1.02485,1.45356,1.53148,1.51843,2.48e-05,2.48e-05,2.48e-05
98,147.712,0.80418,1.56386,1.61735,1.28926,0.77848,0.76705,0.81684,0.6036,0.77848,0.76705,0.81684,0.45807,1.02201,1.45636,1.52333,1.50902,1.985e-05,1.985e-05,1.985e-05
99,149.183,0.79808,1.58182,1.57089,1.25629,0.73979,0.76705,0.81383,0.59945,0.73979,0.76705,0.81383,0.45619,1.02176,1.46015,1.54695,1.50475,1.49e-05,1.49e-05,1.49e-05
