epoch,train_box_loss,train_seg_loss,train_cls_loss,train_dfl_loss,val_box_loss,val_seg_loss,val_cls_loss,val_dfl_loss,precision,recall,mAP50,mAP50-95,mask_mAP50,mask_mAP50-95,learning_rate,timestamp
54,0,0,0,0,1.21072,1.68419,0.90736,1.73574,0.83299,0.72833,0.84085,0.56623,0.85455,0.44731,0.00023765,2025-11-16 05:00:11
55,0,0,0,0,1.22014,1.58435,0.88882,1.7028,0.82169,0.75,0.84289,0.56922,0.84289,0.4691,0.0002327,2025-11-16 05:00:13
56,0,0,0,0,1.19086,1.56898,0.8933,1.66526,0.78493,0.80556,0.85965,0.58312,0.86336,0.48921,0.00022774999999999998,2025-11-16 05:00:14
57,0,0,0,0,1.17494,1.67816,0.92082,1.65123,0.80523,0.84396,0.85475,0.59171,0.85929,0.49105,0.00022279999999999997,2025-11-16 05:00:15
58,0,0,0,0,1.16275,1.75812,0.90663,1.64761,0.7929,0.8394,0.8548,0.5858,0.86151,0.45799,0.00021785,2025-11-16 05:00:17
59,0,0,0,0,1.13341,1.72439,0.89888,1.65015,0.78519,0.85928,0.8453,0.58419,0.84514,0.46757,0.00021290000000000002,2025-11-16 05:00:18
60,0,0,0,0,1.11335,1.56627,0.92166,1.64655,0.8245,0.84259,0.8555,0.57804,0.85442,0.48406,0.00020795000000000004,2025-11-16 05:00:20
61,0,0,0,0,1.11534,1.54151,0.94893,1.62976,0.79223,0.81481,0.84207,0.57583,0.84946,0.48928,0.00020300000000000003,2025-11-16 05:00:21
62,0,0,0,0,1.17612,1.62012,0.92308,1.66534,0.85424,0.77778,0.84558,0.58164,0.84478,0.46343,0.00019805000000000002,2025-11-16 05:00:23
63,0,0,0,0,1.20084,1.68382,0.91007,1.70332,0.86124,0.77441,0.84667,0.57143,0.85177,0.44464,0.0001931,2025-11-16 05:00:24
64,0,0,0,0,1.19829,1.74735,0.93911,1.70262,0.7744,0.81536,0.82705,0.57239,0.8308,0.4496,0.00018815000000000002,2025-11-16 05:00:26
65,0,0,0,0,1.17759,1.73377,0.94493,1.69095,0.7808,0.80954,0.83578,0.57596,0.85109,0.46746,0.0001832,2025-11-16 05:00:28
66,0,0,0,0,1.13336,1.76292,0.92014,1.64458,0.78645,0.83715,0.86015,0.58658,0.86015,0.4771,0.00017825,2025-11-16 05:00:29
67,0,0,0,0,1.1564,1.79274,0.88967,1.66991,0.88763,0.71296,0.82303,0.5797,0.82147,0.46325,0.00017329999999999998,2025-11-16 05:00:31
68,0,0,0,0,1.15085,1.80125,0.87,1.66876,0.77343,0.81481,0.81725,0.58917,0.81725,0.46582,0.00016834999999999997,2025-11-16 05:00:33
69,0,0,0,0,1.12552,1.70622,0.89784,1.64368,0.77257,0.81383,0.8387,0.60744,0.85705,0.49806,0.0001634,2025-11-16 05:00:34
70,0,0,0,0,1.10457,1.76217,0.92413,1.62149,0.77927,0.832,0.83136,0.60475,0.85485,0.48523,0.00015845000000000003,2025-11-16 05:00:36
71,0,0,0,0,1.10125,1.77148,0.93136,1.60584,0.78249,0.86111,0.8556,0.61408,0.85677,0.4917,0.00015350000000000002,2025-11-16 05:00:37
72,0,0,0,0,1.11766,1.77356,0.94498,1.60766,0.78385,0.86111,0.86609,0.61714,0.86831,0.4954,0.00014855,2025-11-16 05:00:38
73,0,0,0,0,1.10725,1.93139,0.90625,1.61535,0.88084,0.76162,0.87392,0.63238,0.84731,0.48439,0.00014360000000000002,2025-11-16 05:00:40
74,0,0,0,0,1.09669,2.02714,0.91621,1.62171,0.86319,0.79403,0.87128,0.61019,0.8399,0.47745,0.00013865000000000004,2025-11-16 05:00:41
75,0,0,0,0,1.09279,1.97837,0.94263,1.60961,0.85554,0.76852,0.86471,0.61524,0.85625,0.46818,0.00013370000000000002,2025-11-16 05:00:43
76,0,0,0,0,1.11099,1.98412,0.97621,1.6377,0.83605,0.76852,0.853,0.60421,0.8453,0.4612,0.00012875,2025-11-16 05:00:44
77,0,0,0,0,1.10762,1.96952,0.95313,1.62618,0.77443,0.84942,0.85823,0.59668,0.84294,0.45751,0.0001238,2025-11-16 05:00:46
78,0,0,0,0,1.13725,1.99862,0.90919,1.63587,0.77697,0.84939,0.86046,0.5985,0.83198,0.46429,0.00011885,2025-11-16 05:00:47
79,0,0,0,0,1.14719,1.98095,0.8799,1.63484,0.79217,0.84956,0.86325,0.59331,0.83698,0.46162,0.00011389999999999999,2025-11-16 05:00:48
80,0,0,0,0,1.10727,1.93371,0.86751,1.60974,0.77869,0.85184,0.8587,0.58801,0.83759,0.46827,0.00010894999999999999,2025-11-16 05:00:50
81,0,0,0,0,1.09098,1.93072,0.85909,1.60072,0.77535,0.85185,0.85842,0.60265,0.82541,0.47516,0.00010399999999999998,2025-11-16 05:00:51
82,0,0,0,0,1.1009,1.88456,0.83576,1.61349,0.77299,0.84744,0.84608,0.6094,0.81837,0.47338,9.904999999999997e-05,2025-11-16 05:00:53
83,0,0,0,0,1.09544,1.93266,0.89385,1.60944,0.765,0.83333,0.83497,0.62169,0.85131,0.47094,9.410000000000004e-05,2025-11-16 05:00:54
84,0,0,0,0,1.09293,1.9205,0.91347,1.61436,0.80228,0.8255,0.83505,0.61616,0.83505,0.47384,8.915000000000003e-05,2025-11-16 05:00:56
85,0,0,0,0,1.09035,1.84083,0.92155,1.60035,0.7952,0.83476,0.84792,0.6105,0.85015,0.49316,8.420000000000003e-05,2025-11-16 05:00:58
86,0,0,0,0,1.09984,1.80264,0.91544,1.59486,0.78413,0.83333,0.84954,0.60812,0.85311,0.4905,7.925000000000002e-05,2025-11-16 05:00:59
87,0,0,0,0,1.08956,1.80665,0.90334,1.59365,0.81531,0.85185,0.87085,0.61298,0.87509,0.50243,7.43e-05,2025-11-16 05:01:01
88,0,0,0,0,1.09877,1.85327,0.88738,1.60263,0.84026,0.85185,0.8875,0.6126,0.8875,0.49228,6.935e-05,2025-11-16 05:01:03
89,0,0,0,0,1.08087,2.02582,0.89855,1.59046,0.84317,0.86426,0.88358,0.62305,0.89201,0.47375,6.440000000000001e-05,2025-11-16 05:01:04
90,0,0,0,0,1.10424,2.09751,0.904,1.61187,0.80286,0.87816,0.87701,0.60542,0.89188,0.46419,5.944999999999999e-05,2025-11-16 05:01:06
91,0,0,0,0,1.10622,2.10436,0.90611,1.61563,0.79518,0.89425,0.88238,0.60699,0.88238,0.46557,5.449999999999999e-05,2025-11-16 05:01:07
92,0,0,0,0,1.11147,2.01798,0.90096,1.61394,0.80801,0.89623,0.88885,0.60922,0.88885,0.47795,4.9549999999999985e-05,2025-11-16 05:01:09
93,0,0,0,0,1.10477,1.98313,0.89934,1.60899,0.80732,0.89642,0.88728,0.60513,0.88728,0.47753,4.459999999999998e-05,2025-11-16 05:01:11
93,0,0,0,0,0,0,0,0,0.8807893158885225,0.7611929965392124,0.8738615243068691,0.6323078479168647,0.8472218450305533,0.4867566034183922,4.459999999999998e-05,2025-11-16 05:01:13
100,0,0,0,0,0,0,0,0,0.8807893158885225,0.7611929965392124,0.8738615243068691,0.6323078479168647,0.8472218450305533,0.4867566034183922,0.0005,2025-11-16 05:01:14
